"Dataset: ACS 5-Year Estimates Public Use Microdata Sample (2023)"
"Weight: Housing Unit Weight (WGTP)"
"Universe:"
"Selected Geographies: Default (usually U.S.)"
"","","","Citizenship status (CIT)","","","","","","","","","","","","","",""
"","","","Born in the U.S.","","","Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas","","","Born abroad of U.S. citizen parent or parents","","","U.S. citizen by naturalization","","","Not a citizen of the U.S.","",""
"","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","",""
"Group","Yearly food stamp/Supplemental Nutrition Assistance Program (SNAP) recipiency","Total","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes"
"","Total","315,475,116","265,124,630","255,256,030","9,868,600","1,971,805","1,927,201","44,604","3,366,313","2,820,231","546,082","23,723,665","15,903,582","7,820,083","21,288,703","16,346,096","4,942,607"
" -> Norway","","24,510","0","0","0","0","0","0","4,420","4,361","59","9,090","8,935","155","11,000","10,545","455"
"","Yes","812","0","0","0","0","0","0","247","247","0","395","341","54","170","170","0"
"","No","23,698","0","0","0","0","0","0","4,173","4,114","59","8,695","8,594","101","10,830","10,375","455"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Hawaii/HI","","1,249,661","1,249,661","563,981","685,680","0","0","0","0","0","0","0","0","0","0","0","0"
"","Yes","173,123","173,123","94,659","78,464","0","0","0","0","0","0","0","0","0","0","0","0"
"","No","1,076,538","1,076,538","469,322","607,216","0","0","0","0","0","0","0","0","0","0","0","0"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Sweden","","49,962","0","0","0","0","0","0","7,158","6,754","404","23,264","22,592","672","19,540","19,135","405"
"","Yes","1,637","0","0","0","0","0","0","299","299","0","927","914","13","411","393","18"
"","No","48,325","0","0","0","0","0","0","6,859","6,455","404","22,337","21,678","659","19,129","18,742","387"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Idaho/ID","","1,337,595","1,337,595","1,312,583","25,012","0","0","0","0","0","0","0","0","0","0","0","0"
"","Yes","145,495","145,495","143,160","2,335","0","0","0","0","0","0","0","0","0","0","0","0"
"","No","1,192,100","1,192,100","1,169,423","22,677","0","0","0","0","0","0","0","0","0","0","0","0"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Switzerland","","48,219","0","0","0","0","0","0","10,471","9,775","696","22,057","21,150","907","15,691","14,745","946"
"","Yes","1,667","0","0","0","0","0","0","622","598","24","760","760","0","285","255","30"
"","No","46,552","0","0","0","0","0","0","9,849","9,177","672","21,297","20,390","907","15,406","14,490","916"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Kentucky/KY","","4,196,496","4,196,496","4,157,571","38,925","0","0","0","0","0","0","0","0","0","0","0","0"
"","Yes","612,311","612,311","607,577","4,734","0","0","0","0","0","0","0","0","0","0","0","0"
"","No","3,584,185","3,584,185","3,549,994","34,191","0","0","0","0","0","0","0","0","0","0","0","0"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Northern Ireland","","13,352","0","0","0","0","0","0","2,033","1,904","129","6,853","6,841","12","4,466","4,466","0"
"","Yes","1,162","0","0","0","0","0","0","843","727","116","219","219","0","100","100","0"
"","No","12,190","0","0","0","0","0","0","1,190","1,177","13","6,634","6,622","12","4,366","4,366","0"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Americas, Not Specified","","20,179","0","0","0","0","0","0","1,265","1,218","47","9,843","8,030","1,813","9,071","8,257","814"
"","Yes","2,913","0","0","0","0","0","0","153","153","0","1,132","985","147","1,628","1,519","109"
"","No","17,266","0","0","0","0","0","0","1,112","1,065","47","8,711","7,045","1,666","7,443","6,738","705"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Armenia","","100,635","0","0","0","0","0","0","3,099","3,015","84","72,000","71,699","301","25,536","25,499","37"
"","Yes","27,684","0","0","0","0","0","0","733","733","0","19,093","19,077","16","7,858","7,858","0"
"","No","72,951","0","0","0","0","0","0","2,366","2,282","84","52,907","52,622","285","17,678","17,641","37"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Puerto Rico","","1,781,351","0","0","0","1,781,351","1,772,607","8,744","0","0","0","0","0","0","0","0","0"
"","Yes","552,449","0","0","0","552,449","550,860","1,589","0","0","0","0","0","0","0","0","0"
"","No","1,228,902","0","0","0","1,228,902","1,221,747","7,155","0","0","0","0","0","0","0","0","0"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Bahamas","","36,302","0","0","0","0","0","0","3,816","3,773","43","16,288","16,022","266","16,198","16,081","117"
"","Yes","6,775","0","0","0","0","0","0","1,064","1,050","14","3,356","3,311","45","2,355","2,355","0"
"","No","29,527","0","0","0","0","0","0","2,752","2,723","29","12,932","12,711","221","13,843","13,726","117"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
